CID;SMILES;SHBd;MLFER_S;nBase;maxsssN;MLFER_BH;minssNH;MDEN-23;MLFER_BO;MATS4e;ATSC1c;GATS4e;MATS1v;maxsCH3;MATS4m;ATSC1v;MDEO-11;AATSC1v;ETA_dEpsilon_D;MLFER_L;MATS1c;SdO;WTPT-3;ATSC4e;AATSC4s;GATS1c;GATS1e;WTPT-4;WTPT-5;C1SP3;MATS4s;AATSC4e;MDEN-22;ATSC4s;ATSC4m;AATS2i;MLFER_E;SpDiam_Dt;SHAvin;BCUTc-1h;SaaN;ETA_Beta_s;GATS6p;GATS6e;SpMin1_Bhp;MATS3s;AMR;GATS3c;JGI5;GATS1s;pIC50 AVG
49803313;CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5;1.192993206;4.505;2;2.660638788;4.419;3.293016207;1.155778225;4.437;0.118891977;-0.513874292;0.682976601;-0.024622371;2.203760381;-0.011010972;-105.1489164;0;-1.19487405;0.04886;23.103;-0.393215798;12.3276703;33.55380539;1.782672612;0.102298626;1.51514337;0.933363627;8.264936248;25.28886914;9;0.133174909;0.007246637;2.182247272;25.16546202;-94.44616587;161.2646032;3.653;657.5664072;0;0.225375063;9.39022259;27.75;1.079256345;0.961738145;2.036189176;0.064455655;102.3172;1.118304377;0.027777778;0.746703129;9.462409073
49803040;CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)C)NC5CCOCC5;1.152190737;4.401;2;2.684076288;4.212;3.339127318;1.155778225;4.219;0.102747007;-0.469359249;0.696143411;-0.012950101;2.214177048;-0.029550068;-55.23497615;0;-0.634884783;0.0485;22.85;-0.412507169;12.29618882;30.70109257;1.312515714;0.093122522;1.557245464;0.935233169;5.439226774;25.26186579;10;0.127753452;0.005292402;2.182247272;23.09438557;-250.6762651;160.5558817;3.639;644.1960057;0;0.225358771;9.416301656;26.75;1.020999728;0.842784477;2.038473862;0.056906664;100.5035;1.165329692;0.028601695;0.752976059;9.443697499
66642831;CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCN(CC3)C4CCN(CC4)C)C)NC5CCOCC5;1.154178696;4.401;2;2.685232304;4.212;3.337563532;1.192978172;4.219;0.102747007;-0.468899549;0.696143411;-0.012950101;2.222325196;-0.029550068;-55.23497615;0;-0.634884783;0.0485;22.85;-0.412059901;12.29564541;30.73405729;1.312515714;0.092226465;1.556853053;0.935233169;5.439226774;25.29483052;10;0.126524164;0.005292402;2.182247272;22.87216335;-250.6762651;160.5558817;3.639;644.1960057;0;0.225358781;9.414736787;26.75;0.971032991;0.897261607;2.037961069;0.056906664;100.5035;1.164468463;0.028601695;0.752976059;9.431798276
49803312;CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5;1.184536416;4.425;2;2.677273567;4.216;3.298293985;1.155778225;4.231;0.112754713;-0.465315016;0.670931184;-0.013350688;2.211422227;-0.030759416;-54.84894203;0;-0.652963596;0.04996;22.374;-0.409693851;12.22925209;30.70954152;1.40912991;0.09431968;1.549979486;0.936495681;5.43930281;25.27023871;9;0.125771219;0.005970889;2.182247272;22.25944444;-249.3914369;160.5678758;3.631;632.2595255;0;0.225352899;9.364206512;26.25;1.030514285;0.914893976;2.031758631;0.059945841;95.0014;1.161944035;0.028645833;0.741129029;9.292429824
49803314;CC(C)C1=C(N=C(C(=N1)C(=O)N)NC2=CC=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)NC5CCOCC5;1.144128253;4.386;2;2.678014307;4.234;3.313127696;1.155778225;4.251;0.117587365;-0.467068042;0.679832565;-0.012950101;2.211883907;0.004648483;-55.23497615;0;-0.634884783;0.0485;22.645;-0.410256996;12.33592254;30.72752348;1.520260573;0.097990291;1.554696365;0.935233169;5.440310652;25.28721283;10;0.133865727;0.006056815;2.182247272;24.59556297;39.910574;160.3596157;3.616;645.9987883;0;0.225359321;9.495641698;26.75;1.065243196;0.874832764;2.034721786;0.056454815;100.4589;1.162778716;0.032956685;0.759287526;9.251811973
72195453;CC1=C(SC2=NC=NC(=C12)NC3=C(NN=C3)C(=O)NC4=CC=C(C=C4)CN5CCN(CC5)C)C;1.381109597;4.277;2;2.460551799;3.528;2.973297956;1.064269883;3.526;0.180639395;-0.36146788;0.760142676;0.005226292;2.199741578;0.0057857;17.29611707;0;0.26206238;0.04253;20.098;-0.417294074;13.00213558;30.87374695;1.562501801;0.157256157;1.54161882;0.855353552;2.57610066;25.23861279;7;0.193842995;0.009137437;4.000913746;26.89080278;42.77287478;159.2418092;3.89;628.5525016;0;0.226801819;13.05211276;23.25;1.0140323;0.976697481;1.986451739;0.041372512;68.1233;1.086085689;0.018870773;0.616517791;9.239577517
49803311;CC1=C(C=CC(=C1)NC2=C(N=C(C(=N2)NC3CCC(CC3)O)Cl)C(=O)N)N4CCC(CC4)N5CCN(CC5)C;1.555657548;4.613;2;2.680369069;4.223;3.324958902;1.155778225;4.245;0.07496594;-0.574378149;0.719759283;0.008375928;2.211519677;0.027953227;34.9599165;0.090909091;0.416189482;0.06124;23.38;-0.463526831;12.22328548;32.69828753;1.110174691;0.076095334;1.581765636;0.911658471;4.952414593;25.17067035;7;0.080317916;0.004458533;2.182247272;18.94773815;307.9259218;159.5234828;3.903;654.9756298;0;0.247327653;9.334753311;26.75;1.016937472;0.922744581;2.032402921;0.022293623;98.5376;1.045497104;0.027534113;0.818552888;9.142667504
72194525;CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=C5C=CSC5=NC=N4;1.440156665;4.325;2;2.457369637;3.536;2.952801557;1.064269883;3.55;0.174020286;-0.351812806;0.800407851;0.006057495;2.161686963;0.119366671;17.94829828;0;0.299138305;0.04563;19.146;-0.40678644;12.88108362;30.8813013;1.410353459;0.154608673;1.516193161;0.864956094;2.57605638;25.22762904;5;0.177319874;0.009402356;4.000913746;23.19130094;786.1532044;159.1046079;3.874;570.2458192;0;0.226836039;12.78851991;22.25;0.998627837;0.865290227;1.985970672;0.050504323;56.8887;1.038142446;0.015745257;0.598703846;9.01073213
124086185;CCC1=NC(=C(C=C1NC2CCOCC2)NC3=CC(=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC)C(=O)N;1.061882095;4.2;2;2.667583232;4.336;3.404127318;0.863225972;4.376;0.08820399;-0.436277766;0.67247682;-0.014339453;2.207666631;-0.026723372;-62.73504267;0;-0.70488812;0.04795;22.79;-0.351104296;12.3676703;30.36630749;1.294848955;0.065827266;1.472479806;0.933430584;8.264936248;22.10137124;9;0.089145659;0.00511798;0.908560296;16.65429835;-233.3422847;160.1423273;3.305;657.5664072;0;0.223806132;4.658700431;27.25;1.080093648;0.933614664;2.039365736;0.056350985;102.3172;1.109158487;0.027777778;0.750603029;8.974481653
137649953;CCC1=CC2=C(N=CN=C2S1)NC3=C(NN=C3)C(=O)NC4=CC=C(C=C4)CN5CCOCC5;1.415173698;4.238;1;2.367054244;3.203;2.951916783;0.609818708;3.213;0.120434749;-0.390397175;0.756412745;0.015404917;2.184121953;-0.004382268;47.34481611;0;0.763626066;0.04495;19.759;-0.418578176;12.9415187;30.73169879;1.079636443;0.141565084;1.480133842;0.851241369;5.578128964;22.0392174;6;0.156493687;0.007603074;4.000913746;20.10224188;-27.37681362;157.0450801;3.779;604.7981153;0;0.226847807;12.97744924;22.5;0.977251923;0.958488801;1.980783414;0.042519772;58.7234;1.058701593;0.015432099;0.616619223;8.806875402
118439854;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)C=C4CCNCC4;1.217574287;3.227;1;0;2.61;3.328048501;0;2.522;0.067165792;-0.440065718;1.01234701;0.027544251;2.173157379;0.071488182;98.08103454;0;1.381423022;0.05544;18.442;-0.545592768;0;21.20738101;0.502556893;0.004962835;1.634425742;1.036063339;2.52264283;18.68473818;4;0.008303515;0.002791983;3.194271916;0.893310265;430.1361678;156.6852251;3.258;467.3811186;0.410401775;0.207244169;14.08767031;20.75;1.046720069;1.243861174;2.076864194;-0.01904488;74.7674;1.193698914;0.017438272;0.96583744;8.744727495
66548887;CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)CCO)C=C5;0.958691878;3.907;1;2.257781171;3.297;3.348200691;1.967543283;3.134;0.098357157;-0.440404651;0.726669582;0.009232568;2.35078299;0.056133297;32.31509693;0;0.461644242;0.02805;20.513;-0.534270341;0;25.38119914;0.867872639;0.051352;1.596350584;0.96082293;2.446668523;22.93453062;5;0.082430707;0.00447357;2.701032582;9.962287968;366.9807138;156.6778042;4.166;713.7394417;0;0.208840462;18.89070598;23.75;0.982794952;1.211910795;2.04393503;0.015455452;60.081;1.075690062;0.018684486;0.870223345;8.744727495
146306349;CC1CN(CC(N1)CO)CC2=CC(=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=C4C=CC(=C5)C)Cl)C6CC6;1.29054601;3.714;2;2.446929964;3.389;3.481037401;0.826863839;3.293;0.048909683;-0.432109902;0.835445174;0.045676336;2.187471471;0.120402145;177.0559245;0;2.36074566;0.04918;22.57;-0.480212426;0;24.09637078;0.463649506;0.025384189;1.566383385;0.947415368;2.469913675;19.049788;6;0.045408634;0.002329897;1.945059763;5.051453634;1056.818243;154.9036929;4.418;673.8113012;0;0.206657605;9.667962995;24.75;0.894466847;1.173284605;2.043049213;-0.009120693;69.73;1.021713483;0.02291423;0.984414166;8.731090453
71678045;CC1(CN(CCN1)C2=CC=C(C=C2)C3=C(N=C(O3)C4=C(C=CC5=C4C=CN5)F)C(=O)N)C;1.258693119;3.335;1;2.308604919;2.228;3.499605978;0.488934401;2.172;0.183468246;-0.452574761;0.793742342;0.04826273;2.173500095;0.184684411;141.3786978;0;2.35631163;0.06058;18.807;-0.469636621;12.10865595;23.3300823;2.488683959;0.279050188;1.536860809;0.77008353;5.632864479;15.11576428;5;0.169641009;0.015554275;0.337874364;44.64803005;1047.435297;154.5462102;3.532;501.478007;0;0.225152528;4.264422967;21.5;0.94159731;1.000100109;2.054798706;-0.013797511;47.3357;1.14902115;0.03;0.638668374;8.716698771
58299617;CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC=C(C=C5)N6CCNCC6;0.715660728;3.709;1;2.354505258;3.187;3.314592257;2.458471145;3.036;0.115863076;-0.393153073;0.786327012;-0.00382158;2.355445405;0.058739714;-12.95862926;0;-0.190568077;0.0284;20.42;-0.541254293;0;25.89370467;0.769871062;0.050302235;1.702680832;0.991318893;0;25.89370467;5;0.14928311;0.004230061;2.973644003;9.155006859;355.9504233;157.9011394;4.228;640.5537276;0;0.208828668;18.62445625;23.5;0.981617308;1.374831347;2.032944309;0.092989088;57.9048;1.206408343;0.019281046;0.767139045;8.698970004
118439835;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CN4C5CCC4CC5;0.927639877;3.206;1;2.681593817;2.733;3.344442814;0.68660034;2.662;0.079913494;-0.415050988;1.019685866;0.02552803;2.180532418;0.056887737;96.19493502;0;1.282599134;0.04133;18.578;-0.531803796;0;21.71981102;0.633756596;0.011545401;1.617162034;0.998626416;2.522646973;19.19716405;3;0.020533656;0.003217039;3.167691513;2.274444004;372.9059133;156.4598302;3.27;509.2848649;0;0.207252105;14.22496177;22;1.157284716;1.220666013;2.074448489;-0.001021715;70.0933;1.264238106;0.020555556;0.931284423;8.698970004
118439853;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)C=C4CCN(CC4)C(C)C;0.926545711;3.171;1;2.542669052;2.747;3.339690956;0.48120055;2.654;0.067394992;-0.411926486;0.949665726;0.005821222;2.273414593;0.012799498;23.46235102;0;0.293279388;0.03872;19.365;-0.522664117;0;21.55957986;0.559258306;0.003832751;1.628697732;1.011200179;2.52264444;19.03693542;6;0.007081452;0.002553691;3.167691513;0.839372388;92.44296174;157.4504143;3.221;539.9190833;0.393253249;0.207262304;14.18313541;22.5;0.940913523;1.130976912;2.077357289;-0.027858961;89.5607;1.357686677;0.021267361;0.990327551;8.698970004
66548889;CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6)CCCO)C=C5;0.960159221;3.974;1;2.379031171;3.297;3.364275071;1.967543283;3.134;0.113471385;-0.43616355;0.783692266;0.00942121;2.353248364;0.051648665;34.53237435;0;0.473046224;0.02713;21.084;-0.529396043;0;25.39741896;1.014940753;0.040603906;1.594108484;0.958981814;2.430441043;22.96697792;5;0.067303501;0.004999708;2.701032582;8.242592993;352.6540551;156.5594115;4.137;745.9043253;0;0.208845395;18.95729016;24.25;0.979234948;1.30463032;2.044231381;0.004708597;62.9926;1.125200698;0.018005051;0.867863265;8.698970004
72195176;C1COCCN1CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=NC=NC5=C4C=CN5;2.001751753;4.443;1;2.355389185;3.382;2.910806957;0.676495682;3.296;0.138266356;-0.444684543;0.732982351;0.008508105;0;0.078594506;22.61488495;0;0.396752367;0.06316;19.228;-0.435084656;12.81821879;30.66345563;1.254809317;0.166780388;1.504315919;0.907422366;5.577962439;25.08549319;5;0.174147616;0.009652379;5.213197697;21.6814505;352.6793983;159.1105982;3.625;545.510215;0;0.250403058;12.45093253;22;1.183284859;0.790235646;1.984292863;0.008985724;45.4196;1.045244735;0.01475;0.616580275;8.68613278
117849625;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CNC4CCC4;1.15367167;3.112;1;0;2.61;3.325476452;0;2.53;0.056957488;-0.446160131;1.133855112;0.028145293;2.173789032;0.062538824;98.14378128;0;1.402054018;0.05739;17.798;-0.561943751;0;21.22976;0.415592441;-0.000227;1.652546075;1.035484818;2.522635468;18.70712453;3;-0.000378;0.002402268;3.596095221;-0.03933071;361.9313669;157.2981573;3.099;430.8515927;0;0.207238677;14.04644603;20.25;1.078317755;1.17820909;2.07592733;-0.00155414;64.1858;1.25395009;0.020187339;0.964218735;8.677780705
117849623;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CNC4CCCC4;1.112938219;3.112;1;0;2.61;3.330578493;0;2.53;0.060927127;-0.446207946;1.132943699;0.026957252;2.175332242;0.090377997;98.20749863;0;1.3453082;0.05544;18.297;-0.559917416;0;21.27373607;0.465043027;0.006482138;1.65539277;1.034515276;2.522638099;18.75109797;3;0.011142014;0.002486861;3.596095221;1.212159864;562.542895;156.7055518;3.099;463.065371;0;0.207243957;14.09071686;20.75;1.049745844;1.157088901;2.07463803;0.006019451;67.0974;1.223737091;0.020277778;0.962889226;8.657577319
137655306;CC(C)C1=CC2=C(N=CN=C2S1)NC3=C(NN=C3)C(=O)NC4=CC=C(C=C4)CN5CCN(CC5)C;1.376422311;4.262;2;2.461455286;3.55;2.976847913;1.064269883;3.558;0.168186141;-0.36103431;0.784593075;0.00494338;2.229538619;0.010685508;17.19941119;0;0.249266829;0.04113;20.392;-0.415711021;13.02451014;30.96288251;1.483863327;0.149940301;1.545366509;0.851890864;2.576243992;25.26308276;7;0.190374535;0.008243685;4.000913746;26.98925415;82.47248418;158.7207864;3.867;661.5040073;0;0.226855533;13.07780589;23.75;1.004311759;1.100224906;1.986037559;0.04712804;71.1565;1.034848891;0.018078704;0.627003195;8.63638802
118439798;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CN4C5CCCC4CC5;0.918156427;3.206;1;2.712843817;2.733;3.349544855;0.68660034;2.662;0.062196522;-0.415416648;1.012137141;0.02477973;2.182075628;0.001480236;97.25557633;0;1.246866363;0.03998;19.077;-0.530449295;0;21.75004332;0.529250858;0.011298771;1.620789821;0.998557974;2.522648465;19.22739486;3;0.020752187;0.002427756;3.167691513;2.463132051;10.68917379;156.3614736;3.27;552.3542661;0;0.207257497;14.2692326;22.5;1.126846315;1.201132684;2.075916305;0.005079223;73.0049;1.251730435;0.019280045;0.931092954;8.619788758
146306058;CC1CN(CC(N1)C)CC2=CC(=CC(=C2)NC3=NC=C(C(=N3)C4=CNC5=C4C=CC(=C5O)C)Cl)C6CC6;1.235180985;3.859;2;2.557244187;3.385;3.525788699;0.826863839;3.281;-0.034465766;-0.460094825;1.041058064;0.045676336;2.266043835;0.091286758;177.0559245;0;2.36074566;0.04918;22.557;-0.510144445;0;24.10202526;-0.328367231;0.017615813;1.605529318;0.947415368;2.552873285;18.97250212;6;0.031492062;-0.001641836;1.945059763;3.523162534;805.2871732;154.9013257;4.397;677.8100913;0;0.206657378;9.617571264;24.75;0.875383511;0.74990165;2.045427757;0.066637694;70.9165;1.02742013;0.023621212;0.986397758;8.619788758
155668690;CN1C=CC2=C(C1=O)C=CC(=C2)NC3=NC=C(C(=N3)NC4CCC(CC4)N)C(F)(F)F;1.204697183;3.477;1;1.476674975;2.953;2.935081438;0.508132748;2.908;0.177668956;-0.593982798;0.718568124;0.035502051;1.66518271;0.102848344;94.33241609;0;1.654954668;0.06971;16.84;-0.592541572;12.17864508;28.10003283;3.488655111;0.252274897;1.77522281;0.652189692;2.55339976;18.37205634;1;0.082217876;0.023103676;2.381101578;38.09350947;605.5747209;161.3304898;3.134;478.7781377;0.553830863;0.42110396;7.958783804;21;1.131515813;0.883099356;2.042364682;0.030887318;58.3974;1.194679923;0.030555556;0.608330907;8.60680213
72194909;CN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3=C(C=NN3)NC4=C5C=COC5=NC=N4;1.518197074;4.412;2;2.44469474;3.37;2.917593509;1.064269883;3.343;0.193027523;-0.422652815;0.705514737;-0.019057108;2.153787096;0.122507998;-53.98355503;0;-0.899725917;0.04696;18.564;-0.419982683;12.84587557;30.8813013;1.950212408;0.189610143;1.515847596;0.883386327;5.653672259;25.22762904;5;0.207201815;0.013001416;4.000913746;28.4415214;636.471414;160.7068406;3.685;570.2458192;0;0.25673437;12.31301322;22.75;1.217204956;0.796565608;1.987026437;0.040409109;50.7143;1.030239598;0.015745257;0.595015697;8.591760035
72792907;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CNC4CCCCC4;1.084670998;3.112;1;0;2.61;3.335022938;0;2.53;0.063518836;-0.446211628;1.10602752;0.025873947;2.176717283;0.056847609;98.28518457;0;1.293226113;0.05362;18.796;-0.557772642;0;21.29572411;0.509992031;0.010042232;1.657870443;1.033860594;2.522639415;18.7730847;3;0.017833727;0.002512276;3.596095221;2.038573007;382.2371601;156.5926566;3.099;497.0474905;0;0.207249284;14.12698686;21.25;1.059662471;1.149078557;2.075322421;0.012165283;70.009;1.208179368;0.021141975;0.961877817;8.585026652
118439848;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)C4=CCNCC4;1.250064616;3.227;1;0;2.61;3.325057157;0;2.522;0.057315243;-0.444940307;1.02510319;0.028823374;2.171951698;0.037315166;98.08777114;0;1.442467223;0.05739;17.943;-0.554227519;0;21.219986;0.418772592;-0.006602854;1.63891636;1.037553055;2.522649661;18.69733634;4;-0.010677619;0.002463368;3.306975773;-1.122485207;213.0249951;156.8135247;3.258;439.5247277;0;0.207239041;14.08729389;20.25;0.95374432;1.263041606;2.079866323;-0.015030586;70.3156;1.171023864;0.021156331;0.969459996;8.585026652
153534357;COC1=C(C=CC(=C1)N2CCNCC2)NC(=O)C3=C4N=C(C=CN4N=C3)N5CCCC(C5)N;1.113042158;3.742;2;2.299431198;3.164;2.970473461;2.589727169;3.167;0.143571714;-0.403646914;0.828385885;-0.007658925;1.610130236;0.028917265;-24.64491576;0;-0.367834564;0.05875;19.684;-0.383195254;13.17128158;30.82815437;1.523748717;0.091440916;1.502442193;0.906442043;5.405893522;25.42226085;6;0.101689267;0.009016265;0.972080649;15.45351474;171.2749489;160.681853;3.553;546.5038912;0;0.213391824;9.046736326;23.25;0.993807101;1.296158314;2.043768065;0.035682264;68.4677;1.146244788;0.026545139;0.71691138;8.570731401
66549075;CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC=C6CCN(CC6=C5)CCO;0.946628372;3.907;1;2.270014518;3.297;3.344368491;2.028738253;3.134;0.100807033;-0.433316301;0.694162331;0.009232568;2.349658461;0.068057152;32.31509693;0;0.461644242;0.02805;20.513;-0.524910607;0;25.3418275;0.903244568;0.056988356;1.585409732;0.96082293;2.446818664;22.89500883;5;0.091478238;0.004584998;2.701032582;11.22670611;451.8153251;156.7376059;4.166;706.2304076;0;0.208839497;18.66826811;23.75;1.013492233;1.209359619;2.044456027;0.019781847;61.6212;1.0351326;0.020780922;0.862697089;8.568636236
71678378;CC1(CN(CCN1)C2=CC=C(C=C2)C3=C(N=C(O3)C4=C5C=CNC5=C(C=C4)C(F)(F)F)C(=O)N)C;1.327159187;3.13;1;2.269774313;2.115;3.474965685;0.488934401;2.072;0.071803982;-0.595574476;0.768490201;0.047272215;2.144267386;0.158932523;140.5923596;0;2.231624755;0.06118;18.635;-0.521700969;12.15430007;27.95072479;1.601601467;0.198296451;1.683215952;0.669125477;5.637635236;15.13776829;6;0.069773082;0.009311636;0.337874364;34.10698953;1039.968985;158.4840219;3.358;564.4881213;0;0.41844001;4.254188179;23.5;0.927653856;0.858302636;2.063811311;0.021106364;52.8978;1.05134575;0.034621212;0.617981301;8.552841969
166630118;COC1=C(C=CC(=C1)N2CCOCC2)NC(=O)C3=C4N=C(C=CN4N=C3)NC5CCCNC5;1.020538509;3.972;1;2.239256041;3.108;2.956109717;1.929645912;3.099;0.146970696;-0.391153982;0.724417168;-0.020860292;1.600226601;0.030603264;-65.9745176;0;-0.999613903;0.04621;19.181;-0.355584486;13.12787664;30.96245359;1.698434025;0.114190874;1.430362641;0.880067949;8.414882667;22.54757092;6;0.129215817;0.010749582;2.242427319;18.04215805;171.6089408;160.1665503;3.327;550.0197674;0;0.213402995;8.951439941;23.25;1.039745855;1.255392966;2.033218832;0.030813691;66.2667;1.172124422;0.021944444;0.627183126;8.538637271
118439769;CCCCNC1=NC=C(C(=N1)NC2CCC(CC2)O)C3=NC=C(C=C3)CNC4CC5CCC(C4)N5C;1.033697448;3.432;2;2.585596301;3.292;3.34534341;0.62615371;3.225;0.079705701;-0.453893414;0.955517526;0.021086242;2.291118674;-0.022056236;87.13344258;0;1.049800513;0.04991;19.916;-0.502629927;0;24.63065832;0.763204801;0.009378638;1.6152027;1.035499938;2.522641369;22.10801695;3;0.01750652;0.003193326;3.596095221;2.241494419;-175.2996774;157.6815855;3.393;604.4088174;0;0.207269144;14.2174789;24;1.048873363;1.206887801;2.07523122;-0.011481508;82.4879;1.256835362;0.020329861;0.96807345;8.537860357
68313681;CC1CCC(CC1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC6=C(CN(CC6O)CCO)C=C5;1.305484504;4.123;1;2.026299689;3.746;3.257645135;1.967543283;3.594;0.073561163;-0.548116135;0.731783033;0.021208307;2.333855552;0.09118619;74.23353791;0.166666667;1.045542787;0.04135;20.918;-0.522976208;0;27.94221349;0.84029788;0.067047275;1.54068848;0.98378066;5.025306721;22.91690677;5;0.073397269;0.004222602;2.701032582;13.34240766;623.9787626;156.6557339;4.345;738.185229;0;0.208852338;18.61818315;24.5;0.971269567;1.147110111;2.045979708;0.039132587;63.1319;0.951243665;0.019791667;0.938295762;8.537602002
153534352;COC1=C(C=CC(=C1)N2CCC(CC2)N3CCOCC3)NC(=O)C4=C5N=C(C=CN5N=C4)NC6CCCNC6;0.979515537;4.331;2;2.570990489;3.772;3.012359343;2.115973104;3.774;0.140523006;-0.398338331;0.681200012;-0.020800889;1.63330874;-0.007812003;-82.87004792;0;-1.010610341;0.03864;22.026;-0.328850744;13.31727196;34.48184951;1.98936668;0.105779673;1.426129157;0.879952481;8.416023283;26.06582623;8;0.140603042;0.009083866;2.242427319;23.16574839;-60.05506691;160.1764524;3.636;720.4919436;0;0.213440362;9.033929008;27.5;0.954128925;1.155680103;2.034840621;0.051421949;87.8102;1.191517177;0.022881944;0.619751419;8.537602002
135398510;CN1CCN(CC1)C2=CC3=C(C=C2)N=C(N3)C4=C(C5=C(C=CC=C5F)NC4=O)N;1.42373758;3.241;1;2.325914504;2.57;2.701577768;0.882811133;2.522;0.309681749;-0.404838484;0.608705202;0.043117168;2.121067257;0.087691959;111.7094441;0;2.06869341;0.06638;17.416;-0.464007231;12.65671072;23.92236063;3.484133434;0.42692534;1.543546386;0.76894219;2.58572048;18.77680778;4;0.245240372;0.025065708;0.944940787;59.34262222;430.2316916;157.3946857;3.241;498.5555162;0;0.232245504;4.534660494;20.25;0.980025382;0.648883411;2.0384691;-0.031521111;54.6038;1.229561183;0.037166667;0.602617764;8.522878745
56593836;CN1CCC(CC1)C2=CC=C(C=C2)NC3=NN(C(=N3)N)C4=CC=CC=N4;1.018947091;3.721;1;2.389301854;2.715;3.213033903;1.845283778;2.608;0.121338372;-0.411198152;0.733734628;0.001778651;2.186542736;0.029308006;4.539953947;0;0.087306807;0.05252;16.12;-0.696751519;0;21.69300643;0.626784898;0.102250932;1.885544705;0.988648916;0;21.69300643;2;0.222466813;0.004821422;2.144261317;13.29262113;127.9649014;158.8685642;3.617;346.6107488;0;0.224925556;12.92137021;17.75;0.946819744;1.215863104;2.02121191;0.083603674;37.0652;1.092467039;0.025331541;1.040029896;8.522878745
90654460;CC1(CCCC(C1)N2C3=C(C=CN=C3)C4=CN=C(N=C42)NC5=NC=C(C=C5)N6CCNCC6)C;0.706398051;3.669;1;2.355134208;3.22;3.323786572;2.458471145;3.063;0.166008076;-0.395429155;0.696009778;-0.003117423;2.377970238;0.142803165;-11.08645321;0;-0.156147228;0.02745;20.735;-0.543720792;0;25.89189462;1.228634909;0.07025322;1.711531255;0.988861935;0;25.89189462;6;0.210871607;0.005878636;2.973644003;14.68292298;992.2100379;157.8067486;4.222;670.511132;0;0.208834348;18.70183992;24;0.977598887;1.166938583;2.038274208;0.014222139;63.8214;1.220690084;0.021419753;0.819408187;8.522878745
60194761;C1CC(CCC1N)NC2=NC=CN3C2=NC=C3C4=NC(=CC=C4)NC(CCN)C5=CC=CC=C5;1.25891418;3.938;2;0;3.586;3.560039107;1.631913937;3.456;-0.022673213;-0.488798391;1.129649148;0.053203897;0;0.053897588;186.5434354;0;2.66490622;0.07412;21.274;-0.572595318;0;24.32828308;-0.144521653;0.005702224;1.747711029;1.152502352;0;24.32828308;1;0.011601536;-0.000803;2.344770698;1.026400367;322.5234775;155.0092148;4.014;633.2858083;0;0.163395596;14.14620972;22.75;0.976037456;1.226677569;2.087536521;0.018261684;47.4061;0.977225652;0.014893162;1.179978203;8.522878745
155668691;CN1CC2=C(C1=O)C=CC(=C2)NC3=NC=C(C(=N3)NC4CCC(CC4)N)C(F)(F)F;1.197616197;3.377;1;1.598379642;2.931;2.938016464;0.583724394;2.884;0.171275536;-0.59808155;0.72011291;0.036032009;1.712786086;0.118903789;93.67869829;0;1.672833898;0.07259;16.401;-0.596796985;12.00989508;28.09792136;3.424088;0.248599615;1.782470888;0.651782996;2.548280641;18.37511597;2;0.079415293;0.022676079;2.381101578;37.53854179;707.7895819;162.3467461;2.998;438.6719779;0;0.421100588;7.959191967;20.5;1.092784071;0.878396067;2.010612723;0.026863231;53.5493;1.15868381;0.034912281;0.602982117;8.51568849
