ID;SMILES;SHBd;MLFER_S;nBase;maxsssN;MLFER_BH;minssNH;MDEN-23;MLFER_BO;MATS4e;ATSC1c;GATS4e;MATS1v;maxsCH3;MATS4m;ATSC1v;MDEO-11;AATSC1v;ETA_dEpsilon_D;MLFER_L;MATS1c;SdO;WTPT-3;ATSC4e;AATSC4s;GATS1c;GATS1e;WTPT-4;WTPT-5;C1SP3;MATS4s;AATSC4e;MDEN-22;ATSC4s;ATSC4m;AATS2i;MLFER_E;SpDiam_Dt;SHAvin;BCUTc-1h;SaaN;ETA_Beta_s;GATS6p;GATS6e;SpMin1_Bhp;MATS3s;AMR;GATS3c;JGI5;GATS1s
1;CCC1=C(N=C(C(=N1)C(=O)N)NC2=CC(=C(C=C2)N3CCC(CC3)N4CCN(CC4)C)OC)NC5CCOCC5;1.1929932062655588;4.504999999999999;2;2.6606387876109427;4.419;3.2930162071055897;1.155778224740749;4.437000000000001;0.1188919767132387;-0.5138742922434191;0.682976601381891;-0.0246223709279703;2.203760381153394;-0.0110109724284984;-105.14891640797438;0.0;-1.194874050090618;0.04886;23.103;-0.3932157979720975;12.3276703021747;33.55380538903171;1.7826726122449037;0.1022986260900023;1.5151433698954655;0.9333636273639028;8.264936248305741;25.288869140725957;9;0.1331749091848628;0.0072466366351418;2.1822472719434427;25.16546201814057;-94.4461658707506;161.2646032437874;3.653000000000001;657.5664071910528;0.0;0.2253750633185271;9.3902225900936;27.75;1.079256345311728;0.9617381445421908;2.036189176087737;0.0644556552631816;102.3172;1.1183043766464449;0.0277777777777777;0.7467031285161376
